5	19.1
6	28.9
7	38.1
8	56.6
9	68.5
10	86.9
11	111.1
12	134.6
13	160.4
14	185.3
15	225.8
16	258.9
17	294.3
18	339.0
19	391.7
20	440.5
21	481.8
22	565.8
23	615.0
24	678.7
25	795.7
26	863.0
27	923.7
28	996.8
29	1117.2
30	1262.2
31	1287.4
32	1509.5
33	1601.9
34	1693.2
35	1922.3
36	2091.5
37	2114.3
38	2271.9
39	2613.0
40	2662.9
41	2816.7
42	3117.6
43	3425.6
44	3451.3
45	3849.7
46	4151.5
47	4262.1
48	4407.6
49	4897.1
